Datetime,Data0,cash
2010-08-30 00:00:00+00:00,622728.0,9194566.421169993
2010-08-31 00:00:00+00:00,515430.0,9256660.001469992
2010-09-01 00:00:00+00:00,511866.0,9226960.001469992
2010-09-02 00:00:00+00:00,518760.0,9284410.001469992
2010-09-03 00:00:00+00:00,519444.0,9278691.143469993
2010-09-06 00:00:00+00:00,635904.0,9278659.311249992
2010-09-07 00:00:00+00:00,636854.3999999999,9286579.311249992
2010-09-08 00:00:00+00:00,636552.0,9284059.311249992
2010-09-09 00:00:00+00:00,626421.6,9199639.311249992
2010-09-10 00:00:00+00:00,624952.8,9187399.311249992
2010-09-13 00:00:00+00:00,630633.6,9138199.746009992
2010-09-14 00:00:00+00:00,630504.0,9131197.203129992
2010-09-15 00:00:00+00:00,620568.0,9048397.203129992
2010-09-16 00:00:00+00:00,609616.8,8957137.203129992
2010-09-17 00:00:00+00:00,508176.0,9063573.329259992
2010-09-20 00:00:00+00:00,507167.99999999994,9055173.329259992
2010-09-21 00:00:00+00:00,506880.0,9052773.329259992
2010-09-27 00:00:00+00:00,512640.0,9100773.329259992
2010-09-28 00:00:00+00:00,510407.99999999994,9082173.329259992
2010-09-29 00:00:00+00:00,817430.4,8784314.175939992
2010-09-30 00:00:00+00:00,834163.2,8922663.227619993
2010-10-08 00:00:00+00:00,754815.6,8802211.050219992
2010-10-11 00:00:00+00:00,553860.0,9115251.839379992
2010-10-12 00:00:00+00:00,556866.0,9140301.839379992
2010-10-13 00:00:00+00:00,566082.0,9217101.839379992
2010-10-14 00:00:00+00:00,569556.0,9246051.839379992
2010-10-15 00:00:00+00:00,594450.0,9453501.839379992
2010-10-18 00:00:00+00:00,583470.0,9362001.839379992
2010-10-19 00:00:00+00:00,480009.6,9580090.273029992
2010-10-20 00:00:00+00:00,484833.6,9620290.273029992
2010-10-21 00:00:00+00:00,483523.19999999995,9609370.273029992
2010-10-22 00:00:00+00:00,364381.19999999995,9663398.891289992
2010-10-25 00:00:00+00:00,379166.39999999997,9784730.411829993
2010-10-26 00:00:00+00:00,374144.39999999997,9742880.411829993
2010-10-27 00:00:00+00:00,366757.19999999995,9794533.789809993
2010-10-28 00:00:00+00:00,369468.0,9771943.789809993
2010-10-29 00:00:00+00:00,359607.6,9854113.789809993
2010-11-01 00:00:00+00:00,373820.39999999997,9735673.789809993
2010-11-02 00:00:00+00:00,368064.0,9687884.49198999
2010-11-03 00:00:00+00:00,365094.0,9718249.80078999
2010-11-04 00:00:00+00:00,370623.6,9767159.84808999
2010-11-05 00:00:00+00:00,376218.0,9813779.84808999
2010-11-08 00:00:00+00:00,376390.8,9815219.84808999
2010-11-09 00:00:00+00:00,372794.39999999997,9785249.84808999
2010-11-10 00:00:00+00:00,370731.6,9768059.84808999
2010-11-11 00:00:00+00:00,370375.19999999995,9765089.84808999
2010-11-12 00:00:00+00:00,461908.8,9902224.60806999
2010-11-15 00:00:00+00:00,347511.6,10058471.67615999
2010-11-16 00:00:00+00:00,332834.4,10179568.46337999
2010-11-17 00:00:00+00:00,327110.4,10146418.076859988
2010-11-18 00:00:00+00:00,330674.4,10176118.076859988
2010-11-19 00:00:00+00:00,336236.4,10222468.076859988
2010-11-22 00:00:00+00:00,330534.0,10174948.076859988
2010-11-23 00:00:00+00:00,323524.8,10116538.076859988
2010-11-24 00:00:00+00:00,331398.0,10060113.659019986
2010-11-25 00:00:00+00:00,334530.0,10034013.659019986
2010-11-26 00:00:00+00:00,333018.0,10010280.222519988
2010-11-29 00:00:00+00:00,332920.8,10009470.222519988
2010-11-30 00:00:00+00:00,326818.8,10061801.802879987
2010-12-01 00:00:00+00:00,326030.4,10068371.802879987
