date,amount,price,sid,symbol,value
2016-10-11 00:00:00+00:00,13.0,3651.8,0,if00,-47473.4
2016-10-11 00:00:00+00:00,3.0,10409.0,2,ic00,-31227.0
2016-10-17 00:00:00+00:00,10.0,2608.5,1,ih00,-26085.0
2016-10-19 00:00:00+00:00,8.0,3692.2,0,if00,-29537.6
2016-10-24 00:00:00+00:00,12.0,2649.2,1,ih00,-31790.399999999998
2016-10-25 00:00:00+00:00,8.0,3747.9,0,if00,-29983.2
2016-12-05 00:00:00+00:00,-8.0,10612.5,2,ic00,84900.0
2016-12-06 00:00:00+00:00,8.0,3899.2,0,if00,-31193.6
2016-12-06 00:00:00+00:00,10.0,2839.6,1,ih00,-28396.0
2016-12-12 00:00:00+00:00,11.0,2878.3,1,ih00,-31661.300000000003
2016-12-13 00:00:00+00:00,-24.0,3821.9,0,if00,91725.6
2016-12-13 00:00:00+00:00,-3.0,10270.0,2,ic00,30810.0
2016-12-14 00:00:00+00:00,-33.0,2832.2,1,ih00,93462.59999999999
2016-12-16 00:00:00+00:00,-6.0,3757.3,0,if00,22543.800000000003
2016-12-20 00:00:00+00:00,-9.0,2737.9,1,ih00,24641.100000000002
2016-12-21 00:00:00+00:00,-7.0,3731.1,0,if00,26117.7
2016-12-22 00:00:00+00:00,3.0,10572.1,2,ic00,-31716.300000000003
2016-12-26 00:00:00+00:00,-10.0,2701.9,1,ih00,27019.0
2017-01-04 00:00:00+00:00,13.0,3773.9,0,if00,-49060.700000000004
2017-01-04 00:00:00+00:00,19.0,2757.6,1,ih00,-52394.4
2017-01-17 00:00:00+00:00,10.0,2785.9,1,ih00,-27859.0
2017-01-17 00:00:00+00:00,-3.0,10146.8,2,ic00,30440.399999999998
2017-01-19 00:00:00+00:00,11.0,2811.8,1,ih00,-30929.800000000003
2017-01-23 00:00:00+00:00,7.0,3834.7,0,if00,-26842.899999999998
2017-01-23 00:00:00+00:00,12.0,2833.5,1,ih00,-34002.0
2017-01-24 00:00:00+00:00,3.0,10460.6,2,ic00,-31381.800000000003
2017-02-03 00:00:00+00:00,8.0,3871.0,0,if00,-30968.0
2017-02-14 00:00:00+00:00,9.0,3907.3,0,if00,-35165.700000000004
2017-03-03 00:00:00+00:00,-33.0,2826.9,1,ih00,93287.7
2017-03-07 00:00:00+00:00,4.0,11203.7,2,ic00,-44814.8
2017-03-10 00:00:00+00:00,-4.0,11089.3,2,ic00,44357.2
2017-03-14 00:00:00+00:00,4.0,11244.3,2,ic00,-44977.2
2017-03-17 00:00:00+00:00,4.0,11399.3,2,ic00,-45597.2
2017-03-27 00:00:00+00:00,4.0,11484.4,2,ic00,-45937.6
2017-03-31 00:00:00+00:00,-12.0,11212.3,2,ic00,134547.59999999998
