,longlen,shortlen,cumrets,ann_rets,max_drawdown,calmar_ratio,sharpe
0,15,5,-0.01000250710166184,-0.0015529786500408926,-0.3289723382392114,-0.004720696756307967,0.09832686341914999
1,15,10,-0.005395462519988459,-0.0008360538643867876,-0.4640015525623662,-0.0018018341959629845,0.1214438294625411
2,20,5,0.060629727507671705,0.00914179660071368,-0.30531364060161315,0.02994231303488436,0.14438242891075936
3,20,10,0.07015973897166772,0.01053832971127977,-0.42243949861030605,0.024946364499407802,0.16165124903893166
4,25,5,-0.15689858221232766,-0.026040430227063815,-0.4337819961707161,-0.060031145729744696,-0.025963907468772186
5,25,10,-0.08453353256899865,-0.013561817499821327,-0.4739241359655555,-0.028616009337002812,0.06942545443642906
6,30,5,-0.22218975648899708,-0.038102195027531316,-0.45018657775878534,-0.0846364527730253,-0.1147981897102335
7,30,10,-0.10373415262666652,-0.01678911414217954,-0.4527121824324947,-0.03708562480463626,0.026842346637832807
