,0
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.001882802040000131
2020-01-09,-0.006772049571252214
2020-01-10,0.00022550542714383504
2020-01-13,-0.007652193886513059
2020-01-14,0.00201800940348984
2020-01-15,0.005988486186291331
2020-01-16,-0.004356131148758102
2020-01-17,0.0007965387087509601
2020-01-20,-0.0005837370597592262
2020-01-21,-0.008052816930192108
2020-01-22,-0.00683274072040585
2020-01-23,0.01932982976217268
2020-02-03,0.053750485001621495
2020-02-04,0.003274247394907892
2020-02-05,-0.00012583039526359308
2020-02-06,0.0024948471625325652
2020-02-07,4.1398017356586436e-05
2020-02-10,-5.731795887486957e-05
2020-02-11,-0.00043570982221108334
2020-02-12,-0.003267412379310719
2020-02-13,-0.00137065156304772
2020-02-14,-0.004965230731427628
2020-02-17,-0.01370867447143731
2020-02-18,-0.0037061829803972657
2020-02-19,-0.0002962424288451837
2020-02-20,-0.008343701496940081
2020-02-21,0.00321497290364392
2020-02-24,-0.004798986235397096
2020-02-25,-0.005251364665531222
2020-02-26,0.0044970382106039875
2020-02-27,0.00021845555543587025
2020-02-28,-0.0009113858446982981
2020-03-02,-0.01713463100424184
2020-03-03,-0.006355727019664137
2020-03-04,0.001884471332015858
2020-03-05,0.007298379280884504
2020-03-06,-0.006008790352946658
2020-03-09,-0.0009922275132225877
2020-03-10,0.0034988526209429605
2020-03-11,0.003433216364677749
2020-03-12,0.003491072576221388
2020-03-13,0.028031334189678514
2020-03-16,-0.009721462728781383
2020-03-17,-0.0004145301143584357
2020-03-18,-0.0029884875787127285
2020-03-19,-0.0010794764847080751
2020-03-20,0.002597508894665479
2020-03-23,-0.004025091743372844
2020-03-24,-0.0029461444608700482
2020-03-25,-0.0029496339003961536
2020-03-26,0.0004829495260743055
2020-03-27,0.00472975696355471
2020-03-30,0.0011501426980566887
2020-03-31,0.0007121652957684521
2020-04-01,-0.0018192187458967446
2020-04-02,0.009905208552759559
2020-04-03,-0.0016348146000420005
2020-04-07,-0.007951215397874134
2020-04-08,0.0010691794744588368
2020-04-09,-0.0014656281716700637
2020-04-10,0.0016239261341641775
2020-04-13,0.0018005708952508748
2020-04-14,0.005397679527165744
2020-04-15,-0.0002228592933314344
2020-04-16,-0.0009701580243034469
2020-04-17,-0.0030372706659689275
2020-04-20,-0.0009786678283157935
2020-04-21,-0.009471957408687781
2020-04-22,-0.011523217751058024
2020-04-23,0.0017267793120956387
2020-04-24,0.0018612838810390109
2020-04-27,0.000409086542550785
2020-04-28,0.0013864133550105517
