Datetime,long,cash
2016-10-17 00:00:00+00:00,0.0,7242330.016810059
2016-10-18 00:00:00+00:00,0.0,7091531.118820061
2016-10-19 00:00:00+00:00,0.0,7091531.118820061
2016-10-20 00:00:00+00:00,0.0,7091531.118820061
2016-10-21 00:00:00+00:00,0.0,7077199.1753500635
2016-10-24 00:00:00+00:00,0.0,7138081.555090061
2016-10-25 00:00:00+00:00,0.0,7138081.555090061
2016-10-26 00:00:00+00:00,0.0,7082373.354880062
2016-10-27 00:00:00+00:00,0.0,7055144.061880062
2016-10-28 00:00:00+00:00,0.0,7045849.6201000605
2016-10-31 00:00:00+00:00,0.0,7037339.394220061
2016-11-01 00:00:00+00:00,0.0,7032319.156270059
2016-11-02 00:00:00+00:00,0.0,7031225.146600062
2016-11-03 00:00:00+00:00,0.0,7121734.5736600645
2016-11-04 00:00:00+00:00,0.0,7135417.454170066
2016-11-07 00:00:00+00:00,0.0,7119452.997220065
2016-11-08 00:00:00+00:00,0.0,7088650.833490065
2016-11-09 00:00:00+00:00,0.0,7053198.288700067
2016-11-10 00:00:00+00:00,0.0,7053198.288700067
2016-11-11 00:00:00+00:00,0.0,7083040.098100068
2016-11-14 00:00:00+00:00,0.0,7075073.685460068
2016-11-15 00:00:00+00:00,0.0,7075073.685460068
2016-11-16 00:00:00+00:00,0.0,7075073.685460068
2016-11-17 00:00:00+00:00,0.0,7096990.54342007
2016-11-18 00:00:00+00:00,0.0,7073551.657300069
2016-11-21 00:00:00+00:00,0.0,7067353.292140071
2016-11-22 00:00:00+00:00,0.0,7067353.292140071
2016-11-23 00:00:00+00:00,0.0,7055713.700860069
2016-11-24 00:00:00+00:00,0.0,7031104.604140069
2016-11-25 00:00:00+00:00,0.0,6863883.409660068
2016-11-28 00:00:00+00:00,0.0,6874479.180220066
2016-11-29 00:00:00+00:00,0.0,6962345.963290068
2016-11-30 00:00:00+00:00,0.0,6962345.963290068
2016-12-01 00:00:00+00:00,0.0,6925154.078230069
2016-12-02 00:00:00+00:00,0.0,6896492.071630069
2016-12-05 00:00:00+00:00,0.0,6887336.652790069
2016-12-06 00:00:00+00:00,0.0,6898350.308830068
2016-12-07 00:00:00+00:00,0.0,6880915.477870067
2016-12-08 00:00:00+00:00,0.0,6880915.477870067
2016-12-09 00:00:00+00:00,0.0,6940827.6135100685
2016-12-12 00:00:00+00:00,0.0,6979171.7596300645
2016-12-13 00:00:00+00:00,0.0,6967497.326110065
2016-12-14 00:00:00+00:00,0.0,7005156.993430065
2016-12-15 00:00:00+00:00,0.0,7189054.641790066
2016-12-16 00:00:00+00:00,0.0,7217084.522890065
2016-12-19 00:00:00+00:00,0.0,7256051.6622700645
2016-12-20 00:00:00+00:00,0.0,7240055.61298006
2016-12-21 00:00:00+00:00,0.0,7236890.40964006
2016-12-22 00:00:00+00:00,0.0,7241155.95391006
2016-12-23 00:00:00+00:00,0.0,7252465.878640059
2016-12-26 00:00:00+00:00,0.0,7348765.305370061
2016-12-27 00:00:00+00:00,0.0,7358885.881810062
2016-12-28 00:00:00+00:00,0.0,7356929.222560061
2016-12-29 00:00:00+00:00,0.0,7322212.886230058
2016-12-30 00:00:00+00:00,0.0,7302304.853020056
2017-01-03 00:00:00+00:00,0.0,7263632.902690057
2017-01-04 00:00:00+00:00,0.0,7274466.688510054
2017-01-05 00:00:00+00:00,0.0,7261901.622490053
